speaker	role	text	extra
GABRIELE TOCCAFONDI	MISTO-CP-A-PS-A	Grazie Presidente. Il 22 giugno, senza alcun preavviso e nessuna motivazione, la multinazionale belga Bekaert ha deciso di chiudere lo stabilimento produttivo di Figline e Valdarno, in provincia di Firenze, dove lavorano 318 persone dipendenti, a cui vanno aggiunte 150 persone che lavorano nell’indotto. L’azienda ha comunicato la chiusura in maniera unilaterale, immediata e cessando l’attività entro 75 giorni. Quando il sito produttivo fu ceduto dalla Pirelli, erano state date precise garanzie in merito all’occupazione e alla produzione. Ed era meno di quattro anni fa. Una settimana prima dell’annuncio di chiusura, era stato raggiunto e firmato l’accordo sul premio di risultato per i lavoratori nel 2017-2018. Non è così che si può trattare il lavoro nel nostro Paese. E, per di più, l’età media dei lavoratori è di cinquant’anni, troppo giovani per chiedere la pensione e troppo anziani per ottenere nuove competenze e chiedere una nuova occupazione. Chiedo a lei, Presidente, di inoltrare questa comunicazione al Governo e, in particolare, al Ministro del lavoro, che, sabato, dopo la chiusura e l’occupazione dello stabilimento venerdì, trovandosi in zona per un pranzo, non ha trovato il tempo per fermarsi, dialogare e informarsi, proprio sul tema del lavoro, con gli stessi lavoratori.	
MARIA ROSARIA CARFAGNA	PRESIDENTE	Ha chiesto di parlare l’onorevole Adelizzi. Ne ha facoltà.	
			Ordine del giorno della prossima seduta.
COSIMO ADELIZZI	M5S	Signora Presidente, gentilissimi colleghi, nella notte tra domenica e lunedì, si è sviluppato un vasto incendio in una nota azienda, che tratta rifiuti nella zona industriale di Battipaglia, nella provincia di Salerno e al confine con la città di Eboli. Vorrei, quindi, richiamare l’attenzione di quest’Aula, perché non è la prima volta che avvengono disastri di tale portata in questo comune al centro della Piana del Sele. Esattamente un anno fa, infatti, nello stesso mese di giugno, un’altra importante azienda, che tratta rifiuti, è andata in fiamme. In quest’area c’è una tale concentrazione di impianti di trattamento di rifiuti, che, ad oggi, si fa addirittura fatica a fornire il numero preciso degli stessi. Battipaglia non riesce a sopportare così tanti impianti, che, senza degli accurati e puntuali controlli, potrebbero rappresentare un grosso pericolo e causare dei seri danni sia alla salute che all’economia del territorio, che ha una forte vocazione agricola. Infatti, la quarta gamma, la rucola, la mozzarella di bufala, sono delle eccellenze della Piana del Sele che vanno assolutamente tutelate. Non possiamo permettere che vengano messe a rischio la salute dei cittadini e i posti di lavoro di migliaia di addetti nel settore, che, a causa di scellerate scelte degli anni passati in materia di rifiuti, hanno già pagato un prezzo altissimo, c’è bisogno di intervenire. Concludo con un ringraziamento alla magistratura e alle forze dell’ordine per il lavoro che hanno fatto e che faranno. Voglio inoltre esprimere la mia vicinanza a tutti quei comitati cittadini che, in forma volontaria e mettendoci la faccia, dedicano una parte della propria vita alle battaglie per il riconoscimento dei diritti sanciti dalla nostra Costituzione (Applausi dei deputati del gruppo MoVimento 5 Stelle).	
			La seduta termina alle 12,50.
			IL CONSIGLIERE CAPO
			DEL SERVIZIO RESOCONTI
			ESTENSORE DEL PROCESSO VERBALE
			Dott. Renzo Dickmann
			Licenziato per la stampa alle 14,20.
